7.000000,7.276030,7.575310,7.887490,8.198110,8.489607,8.742554,8.937055,9.054398,9.078940,9.000000,8.813288,8.521385,8.133085,7.661824,7.123758,6.535985,5.915214,5.276879,4.634616,4.000000,3.382621,2.790543,2.231137,1.712084,1.242205,0.831779,0.492147,0.234565,0.068535,-0.000000,0.029922,0.153708,0.361671,0.640372,0.974454,1.348476,1.748398,2.162517,2.581836,3.000000,3.413001,3.818846,4.217298,4.609664,4.998522,5.387276,5.779524,6.178291,6.585242,7.000000,7.419683,7.838740,8.249123,8.640776,9.002404,9.322428,9.590007,9.796014,9.933847,10.000000,9.994364,9.920262,9.784216,9.595451,9.365147,9.105502,8.828728,8.546125,8.267362,8.000000,7.749243,7.517816,7.305949,7.111469,6.930086,6.755899,6.582120,6.401941,6.209381,6.000000,5.771315,5.522830,5.255683,4.971977,4.673984,4.363419,4.041030,3.706637,3.359661,3.000000,2.628968,2.249987,1.868875,1.493758,1.134754,0.803521,0.512632,0.274648,0.100875,-0.000000,-0.022928,0.033274,0.166660,0.373593,0.650295,0.993906,1.402691,1.875336,2.409499,3.000000,3.637012,4.304643,4.980135,5.633823,6.229956,6.728515,7.088233,7.270910,7.246762,7.000000,6.533386,5.870554,5.055471,4.149329,3.225679,2.364595,1.646231,1.143772,0.915968,1.000000,1.406062,2.115046,3.079979,4.230698,5.480544,6.733898,7.894007,8.871057,9.590375,10.000000,10.076193,9.825386,9.281982,8.502717,7.559178,6.530059,5.494007,4.523193,3.677562,3.000000,2.513184,2.218917,2.100249,2.125790,2.255073,2.443796,2.648307,2.829205,2.954158,3.000000,2.953916,2.813477,2.585458,2.283726,1.926713,1.534958,1.129027,0.727851,0.347447,0.000000,-0.306635,-0.568925,-0.787122,-0.964349,-1.105520,-1.216341,-1.302547,-1.369397,-1.421430
7.424211,7.651847,7.891311,8.135143,8.372762,8.591206,8.776015,8.912256,8.985756,8.984596,8.900656,8.730795,8.477236,8.146967,7.750409,7.299800,6.807804,6.286551,5.747126,5.199363,4.651856,4.112186,3.587426,3.084880,2.612890,2.181415,1.802101,1.487666,1.250611,1.101456,1.046889,1.088336,1.221361,1.436107,1.718626,2.052717,2.421825,2.810659,3.206313,3.598884,3.981634,4.350869,4.705684,5.047652,5.380447,5.709327,6.040434,6.379903,6.732875,7.102537,7.489310,7.890318,8.299194,8.706287,9.099246,9.463938,9.785605,10.050154,10.245439,10.362392,10.395895,10.345306,10.214593,10.012056,9.749659,9.441998,9.105029,8.754699,8.405669,8.070275,7.757813,7.474138,7.221539,6.998843,6.801748,6.623406,6.455256,6.288043,6.112929,5.922538,5.711790,5.478378,5.222806,4.947968,4.658365,4.359125,4.055048,3.749895,3.446099,3.144946,2.847128,2.553439,2.265359,1.985388,1.717158,1.465432,1.236057,1.035782,0.871814,0.751017,0.678943,0.659064,0.692607,0.779166,0.917840,1.108392,1.351923,1.650744,2.007429,2.423250,2.896318,3.419828,3.980717,4.558971,5.127672,5.653842,6.100219,6.428108,6.601408,6.591567,6.382752,5.976064,5.391687,4.668420,3.860858,3.034978,2.262876,1.616962,1.163596,0.956323,1.029377,1.392742,2.030029,2.899786,3.939737,5.072822,6.213932,7.276863,8.181455,8.860875,9.268359,9.382138,9.207167,8.773131,8.129378,7.338256,6.468275,5.587862,4.759789,4.036175,3.454267,3.033667,2.775756,2.665589,2.675731,2.770993,2.913022,3.064186,3.190659,3.264836,3.267145,3.187074,3.023206,2.782165,2.476755,2.123714,1.741562,1.348764,0.962277,0.596414,0.262016,-0.033999,-0.288636,-0.502335,-0.678129,-0.820652,-0.935225,-1.027152,-1.101268,-1.161716
7.862114,8.030256,8.195093,8.352697,8.497365,8.621992,8.718516,8.778436,8.793535,8.756822,8.663583,8.512189,8.304336,8.044572,7.739301,7.395649,7.020579,6.620430,6.200853,5.767008,5.323898,4.876797,4.431772,3.996265,3.579593,3.193163,2.850195,2.564865,2.350878,2.219681,2.178655,2.229728,2.368796,2.586109,2.867515,3.196229,3.554724,3.926446,4.297165,4.655888,4.995346,5.312132,5.606563,5.882298,6.145755,6.405289,6.670156,6.949345,7.250348,7.578026,7.933677,8.314430,8.713032,9.118087,9.514727,9.885678,10.212623,10.477774,10.665492,10.763806,10.765654,10.669688,10.480547,10.208526,9.868692,9.479524,9.061237,8.634011,8.216301,7.823436,7.466594,7.152235,6.881955,6.652756,6.457692,6.286834,6.128492,5.970581,5.801996,5.613852,5.400432,5.159730,4.893481,4.606688,4.306727,4.002188,3.701671,3.412754,3.141293,2.891146,2.664277,2.461099,2.280886,2.122155,1.983030,1.861647,1.756604,1.667341,1.594291,1.538688,1.502142,1.486235,1.492451,1.522569,1.579332,1.667028,1.791600,1.960088,2.179422,2.454761,2.787680,3.174558,3.605426,4.063464,4.525211,4.961495,5.339161,5.623684,5.782740,5.790505,5.632082,5.307088,4.831482,4.237165,3.569603,2.884091,2.241304,1.702368,1.323482,1.150200,1.211961,1.517934,2.055251,2.790111,3.671336,4.635425,5.612162,6.530355,7.323697,7.936703,8.330198,8.485303,8.404826,8.111618,7.644439,7.052560,6.390253,5.711802,5.067074,4.497556,4.033001,3.689213,3.467590,3.356623,3.334960,3.375161,3.447336,3.522196,3.573467,3.579798,3.526188,3.404832,3.215160,2.963029,2.659245,2.317786,1.954073,1.583496,1.220215,0.876215,0.560587,0.279126,0.034308,-0.174310,-0.349389,-0.494962,-0.615649,-0.716053,-0.800370,-0.872191
8.295336,8.395175,8.473475,8.530337,8.565741,8.579471,8.571025,8.539561,8.483981,8.403227,8.296695,8.164589,8.007971,7.828452,7.627636,7.406584,7.165548,6.904097,6.621569,6.317736,5.993508,5.651590,5.297012,4.937491,4.583528,4.248161,3.946283,3.693509,3.504651,3.391958,3.363430,3.421542,3.562693,3.777527,4.052032,4.369151,4.710606,5.058681,5.397794,5.715763,6.004699,6.261470,6.487707,6.689368,6.875881,7.058962,7.251222,7.464671,7.709264,7.991603,8.313890,8.673257,9.061537,9.465534,9.867767,10.247670,10.583153,10.852451,11.036105,11.118911,11.091593,10.951951,10.705289,10.364041,9.946620,9.475686,8.976038,8.472388,7.987246,7.539104,7.141079,6.800124,6.516885,6.286161,6.097929,5.938765,5.793512,5.647014,5.485774,5.299366,5.081507,4.830639,4.549963,4.246911,3.932144,3.618222,3.318151,3.043993,2.805705,2.610310,2.461446,2.359264,2.300606,2.279438,2.287516,2.315271,2.352837,2.391091,2.422505,2.441698,2.445679,2.433909,2.408343,2.373529,2.336662,2.307413,2.297337,2.318795,2.383463,2.500600,2.675362,2.907400,3.189996,3.509834,3.847448,4.178286,4.474393,4.706736,4.848162,4.876817,4.779569,4.554729,4.213414,3.779225,3.286420,2.777039,2.297459,1.894571,1.611629,1.483876,1.534408,1.771062,2.185117,2.752147,3.434708,4.186138,4.954759,5.688124,6.337285,6.861037,7.229787,7.428330,7.456796,7.329469,7.071889,6.717076,6.301706,5.862668,5.434031,5.044348,4.714376,4.455564,4.269711,4.149957,4.082806,4.050630,4.034082,4.014129,3.973663,3.898801,3.779879,3.612072,3.395479,3.134630,2.837532,2.514485,2.176905,1.836292,1.503340,1.187206,0.894919,0.631022,0.397512,0.194107,0.018770,-0.131649,-0.260800,-0.372351,-0.469669,-0.555660
8.700221,8.726136,8.710143,8.656676,8.571910,8.463191,8.338356,8.205035,8.070043,7.938936,7.815723,7.702685,7.600226,7.506740,7.418565,7.330118,7.234323,7.123367,6.989721,6.827298,6.632571,6.405473,6.149928,5.873944,5.589242,5.310487,5.054157,4.837144,4.675160,4.581079,4.563422,4.625237,4.763600,4.969852,5.230502,5.528626,5.845552,6.162654,6.463136,6.733679,6.965777,7.156586,7.309111,7.431688,7.536843,7.639710,7.756248,7.901441,8.087632,8.323090,8.610873,8.948108,9.325748,9.728857,10.137427,10.527678,10.873789,11.149992,11.332915,11.403981,11.351555,11.172477,10.872682,10.466754,9.976503,9.428814,8.853090,8.278583,7.731840,7.234473,6.801435,6.440010,6.149647,5.922664,5.745682,5.601564,5.471552,5.337384,5.183209,4.997169,4.772560,4.508459,4.209750,3.886551,3.553105,3.226290,2.923918,2.662980,2.457985,2.319523,2.253178,2.258902,2.330933,2.458270,2.625683,2.815124,3.007412,3.183976,3.328506,3.428324,3.475406,3.466967,3.405632,3.299178,3.159877,3.003436,2.847602,2.710494,2.608812,2.556067,2.561044,2.626689,2.749581,2.920059,3.122958,3.338857,3.545727,3.720916,3.843399,3.896151,3.868380,3.757227,3.568567,3.316759,3.023430,2.715584,2.423300,2.177174,2.005576,1.931824,1.971588,2.130993,2.405861,2.782288,3.238346,3.746466,4.276033,4.795947,5.277068,5.694520,6.029690,6.271618,6.417422,6.471670,6.444902,6.351729,6.208940,6.033807,5.842638,5.649504,5.465174,5.296385,5.145635,5.011554,4.889730,4.773755,4.656241,4.529691,4.387227,4.223211,4.033774,3.817197,3.574065,3.307155,3.021080,2.721808,2.416115,2.111049,1.813391,1.529150,1.263108,1.018497,0.796884,0.598285,0.421474,0.264395,0.124572,-0.000551,-0.113374,-0.216008
9.049286,8.999540,8.886640,8.719409,8.510365,8.274637,8.028667,7.788855,7.570238,7.385275,7.242824,7.147402,7.098816,7.092232,7.118650,7.165741,7.218986,7.263067,7.283450,7.268052,7.208772,7.102648,6.952378,6.766117,6.556619,6.339905,6.133701,5.955800,5.822458,5.746890,5.737980,5.799352,5.928932,6.119090,6.357320,6.627370,6.910714,7.188301,7.442499,7.659104,7.829139,7.950106,8.026371,8.068571,8.092166,8.115455,8.157421,8.235668,8.364598,8.553885,8.807293,9.121917,9.487926,9.888869,10.302534,10.702308,11.059025,11.343250,11.527938,11.591275,11.519304,11.307878,10.963470,10.502664,9.950431,9.337561,8.697681,8.064171,7.467232,6.931251,6.472735,6.099055,5.808272,5.590090,5.427735,5.300416,5.185940,5.063178,4.914200,4.725993,4.491688,4.211218,3.891340,3.545012,3.190188,2.848183,2.541731,2.292890,2.120870,2.039965,2.057792,2.174106,2.380427,2.660570,2.992009,3.347864,3.699249,4.017763,4.277951,4.459557,4.549358,4.542324,4.441915,4.259445,4.012634,3.723604,3.416609,3.115758,2.842911,2.615882,2.447072,2.342667,2.302488,2.320498,2.385883,2.484503,2.600530,2.718068,2.822640,2.902442,2.949300,2.959266,2.932822,2.874675,2.793194,2.699538,2.606570,2.527639,2.475324,2.460261,2.490177,2.569268,2.698030,2.873549,3.090177,3.340420,3.615864,3.907942,4.208454,4.509816,4.805076,5.087820,5.352059,5.592182,5.802990,5.979789,6.118520,6.215926,6.269747,6.278949,6.243925,6.166594,6.050318,5.899610,5.719685,5.515949,5.293539,5.056986,4.810011,4.555463,4.295366,4.031069,3.763476,3.493346,3.221587,2.949509,2.678956,2.412281,2.152183,1.901419,1.662482,1.437312,1.227105,1.032273,0.852515,0.686988,0.534508,0.393732,0.263314,0.142000
9.313112,9.190283,8.983639,8.706161,8.376445,8.017097,7.652850,7.308576,7.007287,6.768187,6.604925,6.524302,6.525697,6.601319,6.737199,6.914706,7.112344,7.307736,7.479717,7.610462,7.687421,7.704709,7.663620,7.572133,7.443558,7.294688,7.143845,7.009076,6.906605,6.849556,6.846926,6.902870,7.016339,7.181116,7.386261,7.616916,7.855500,8.083318,8.282589,8.438746,8.542667,8.592317,8.593331,8.558350,8.505279,8.454944,8.428626,8.445822,8.522343,8.668778,8.889306,9.180932,9.533225,9.928629,10.343329,10.748630,11.112835,11.403628,11.590969,11.650302,11.565647,11.331937,10.956037,10.456151,9.859816,9.200949,8.516501,7.843068,7.213651,6.654719,6.183811,5.808071,5.524059,5.318946,5.172833,5.061707,4.960477,4.845727,4.698013,4.503653,4.255990,3.956077,3.612680,3.241616,2.864465,2.506802,2.196062,1.959126,1.819684,1.795557,1.896266,2.121283,2.459371,2.889171,3.380933,3.899071,4.405163,4.861163,5.232657,5.491975,5.620841,5.612113,5.470210,5.210088,4.855001,4.433524,3.976427,3.513785,3.072575,2.674849,2.336535,2.066935,1.868946,1.739960,1.673293,1.659868,1.689845,1.753896,1.843944,1.953303,2.076376,2.208156,2.343830,2.478623,2.607867,2.727131,2.832329,2.919817,2.986609,3.030823,3.052315,3.053327,3.038885,3.016815,2.997411,2.992874,3.016584,3.082126,3.201924,3.385455,3.637313,3.955642,4.331491,4.749349,5.188675,5.625950,6.036806,6.397986,6.689147,6.894545,7.004476,7.016196,6.933951,6.768034,6.533063,6.245946,5.923970,5.583287,5.237831,4.898590,4.573196,4.265850,3.977640,3.707237,3.451842,3.208159,2.973186,2.744703,2.521450,2.303060,2.089851,1.882561,1.682090,1.489292,1.304830,1.129102,0.962237,0.804129,0.654502,0.512975
9.462631,9.273740,8.982507,8.605555,8.166840,7.695589,7.223892,6.784174,6.406603,6.116491,5.931901,5.861857,5.905572,6.052868,6.285642,6.579963,6.908449,7.242720,7.555904,7.825140,8.033843,8.173302,8.243172,8.250716,8.209015,8.134686,8.045635,7.959197,7.890739,7.852665,7.853707,7.898446,7.987029,8.115116,8.274052,8.451322,8.631386,8.797044,8.931418,9.020431,9.055369,9.034846,8.965573,8.861629,8.742494,8.630432,8.547839,8.514949,8.547981,8.657682,8.848203,9.116363,9.451394,9.835244,10.243415,10.646285,11.010914,11.303412,11.491927,11.550110,11.460559,11.217497,10.827957,10.311118,9.696058,9.018509,8.317272,7.630658,6.993110,6.432061,5.965312,5.599391,5.329351,5.140183,5.009514,4.910968,4.817524,4.704451,4.551664,4.345526,4.080108,3.757871,3.389661,2.994012,2.595790,2.224333,1.911168,1.687345,1.580408,1.611173,1.790686,2.117960,2.579042,3.147666,3.787339,4.454414,5.101692,5.682283,6.153573,6.481121,6.642071,6.627440,6.442671,6.106247,5.646700,5.098739,4.499313,3.884166,3.285150,2.728362,2.233090,1.811560,1.469492,1.207360,1.022151,0.909270,0.864185,0.883399,0.964514,1.105370,1.302585,1.550064,1.838055,2.153039,2.478376,2.795358,3.084400,3.326329,3.503939,3.603904,3.618887,3.549333,3.404392,3.201680,2.966017,2.727543,2.519491,2.375645,2.327258,2.399423,2.607346,2.953433,3.426158,4.001128,4.644000,5.314318,5.969443,6.568122,7.073722,7.457218,7.699771,7.794384,7.746057,7.570241,7.289953,6.932357,6.525548,6.096000,5.666696,5.255824,4.875960,4.533781,4.230460,3.962727,3.724396,3.508002,3.306181,3.112610,2.922495,2.732693,2.541604,2.348927,2.155342,1.962156,1.770951,1.583307,1.400596,1.223887,1.053928,0.891179
9.471888,9.228174,8.867247,8.408555,7.880265,7.316831,6.756184,6.236785,5.794580,5.459893,5.254514,5.189502,5.264254,5.467069,5.776979,6.166309,6.603466,7.055723,7.491980,7.885502,8.216407,8.473383,8.654162,8.764535,8.816242,8.824405,8.805139,8.773775,8.743720,8.725823,8.728031,8.755165,8.808744,8.886833,8.983941,9.091080,9.196157,9.284979,9.343025,9.357920,9.322156,9.235271,9.104737,8.945214,8.776468,8.620638,8.499580,8.432683,8.435217,8.517062,8.681734,8.925726,9.238276,9.601647,9.991882,10.379988,10.733554,11.018952,11.204245,11.262714,11.176493,10.939457,10.558502,10.052849,9.451642,8.790559,8.108180,7.442459,6.827386,6.289828,5.846813,5.503792,5.254442,5.082233,4.963381,4.870467,4.775947,4.655127,4.488466,4.263304,3.975078,3.627966,3.234885,2.816761,2.401154,2.020341,1.708956,1.501156,1.427304,1.510320,1.762149,2.181071,2.750545,3.439928,4.206864,5.000800,5.767092,6.451386,7.004183,7.385386,7.568359,7.542678,7.314802,6.906387,6.350646,5.687729,4.960093,4.208585,3.469503,2.772679,2.140513,1.587913,1.123098,0.749158,0.466088,0.272894,0.169254,0.156266,0.235970,0.409668,0.675533,1.026293,1.447846,1.919195,2.413576,2.900281,3.346747,3.720831,3.993472,4.141828,4.152598,4.024773,3.770989,3.417060,2.999934,2.564691,2.161086,1.839696,1.647438,1.622424,1.788757,2.152501,2.700152,3.400162,4.206991,5.066432,5.920999,6.714799,7.397913,7.930439,8.285998,8.454006,8.439928,8.263248,7.953631,7.546374,7.078152,6.583627,6.092967,5.630087,5.211488,4.845808,4.534261,4.271990,4.050070,3.857664,3.683890,3.519119,3.355707,3.188275,3.013685,2.830823,2.640225,2.443616,2.243392,2.042165,1.842404,1.646219,1.455278,1.270805
9.321156,9.037503,8.626731,8.110039,7.518273,6.889267,6.264776,5.687280,5.196654,4.826732,4.602060,4.535431,4.626852,4.864200,5.225288,5.680707,6.196839,6.738776,7.273160,7.770975,8.210074,8.576921,8.866998,9.083680,9.235976,9.335860,9.395959,9.428015,9.442122,9.446543,9.447773,9.450611,9.458111,9.471334,9.488964,9.506925,9.518262,9.513639,9.482710,9.416356,9.309319,9.162402,8.983411,8.786449,8.589880,8.413721,8.277210,8.196941,8.185561,8.250829,8.394876,8.613687,8.896917,9.228121,9.585372,9.942208,10.268936,10.534499,10.709091,10.767509,10.692716,10.478743,10.131986,9.670500,9.121598,8.518550,7.897124,7.292334,6.735366,6.250618,5.853077,5.546605,5.323777,5.167497,5.054031,4.956649,4.849082,4.708349,4.516895,4.264150,3.947637,3.573570,3.156831,2.720254,2.293260,1.909961,1.606790,1.419600,1.380189,1.512381,1.828173,2.324752,2.983203,3.769268,4.635965,5.527422,6.383350,7.143804,7.754183,8.170254,8.362678,8.320105,8.049934,7.576409,6.936526,6.174852,5.338400,4.472334,3.616813,2.804997,2.062092,1.405394,0.845253,0.386820,0.032287,-0.216863,-0.358165,-0.387565,-0.300265,-0.092947,0.233188,0.669556,1.198491,1.793227,2.419372,3.037280,3.604792,4.080239,4.425903,4.612045,4.621102,4.451116,4.117382,3.651802,3.100254,2.518770,1.969167,1.514239,1.212271,1.110825,1.240498,1.610137,2.205037,2.988797,3.908180,4.899471,5.894886,6.828342,7.640628,8.284182,8.727222,8.956446,8.977368,8.811943,8.494101,8.064429,7.565221,7.036533,6.513291,6.023222,5.585461,5.209979,4.898045,4.643762,4.436381,4.262803,4.109764,3.965378,3.820041,3.666825,3.501530,3.322486,3.130167,2.926644,2.714964,2.498561,2.280786,2.064606,1.852454,1.646206
